time,x,y,z,qx,qy,qz,qw
1780364418.6710267,4.897037868622145,-3.722814099557057,0.0,0.0,0.0,0.9956988326757279,0.09264898600736467
1780364418.863037,4.8381007708310415,-3.6932945257774428,0.0,0.0,0.0,0.9956208740185267,0.0934830210176426
1780364419.0180385,4.795442960569428,-3.679549703213751,0.0,0.0,0.0,0.9954110404582528,0.09569148621386657
1780364419.2247913,4.717014267173995,-3.649864619921059,0.0,0.0,0.0,0.995197790553076,0.09788440978151734
1780364419.349634,4.642426793870669,-3.6570680314400317,0.0,0.0,0.0,0.9947685102986957,0.10215483795745404
1780364419.4716294,4.587743085717361,-3.6362599884529403,0.0,0.0,0.0,0.9945060018084769,0.10467956995955609
1780364419.5853107,4.536526700972269,-3.6176082198328485,0.0,0.0,0.0,0.9941856222484229,0.1076798426564426
1780364419.7032416,4.488328987187994,-3.5955902920983114,0.0,0.0,0.0,0.9941001141608125,0.10846641427400344
1780364419.8428626,4.454659237394017,-3.5755717252531563,0.0,0.0,0.0,0.9940133561621849,0.1092586279027401
1780364419.955001,4.421507407972761,-3.562062144774414,0.0,0.0,0.0,0.993949610002523,0.10983702825473962
1780364420.113447,4.376768198753624,-3.539406802281477,0.0,0.0,0.0,0.9939187122689519,0.1101162721927527
1780364420.2952852,4.303645958502373,-3.5177001899478233,0.0,0.0,0.0,0.9934926684723547,0.11389608286363394
1780364420.506469,4.255878412218495,-3.4930884827086723,0.0,0.0,0.0,0.9932604365699689,0.11590386164763801
1780364420.6833642,4.194952559267203,-3.4719157456259957,0.0,0.0,0.0,0.9931750336742557,0.11663341067696194
1780364420.8493936,4.161131400140141,-3.439125419582035,0.0,0.0,0.0,0.9931422691827071,0.11691207449456817
1780364421.0449665,4.1136365228978375,-3.430565779175387,0.0,0.0,0.0,0.9928780367781951,0.11913523443329903
1780364421.2268517,4.0608196359903515,-3.449249925875294,0.0,0.0,0.0,0.9923836201919574,0.12318583674556431
